EOD41590	EMIHUDRAFT_447397		EMIHUDRAFT_447397-1	EMIHUscaffold_1	665884	670745	+
EOD41468	EMIHUDRAFT_94749		EMIHUDRAFT_94749-1	EMIHUscaffold_1	104341	109909	-
EOD42012	EMIHUDRAFT_349351		EMIHUDRAFT_349351-1	EMIHUscaffold_1	2399605	2400525	+
EOD42121	EMIHUDRAFT_194846		EMIHUDRAFT_194846-1	EMIHUscaffold_1	2766911	2767829	-
EOD42110	EMIHUDRAFT_95263		EMIHUDRAFT_95263-1	EMIHUscaffold_1	2725679	2727567	+
EOD41754	EMIHUDRAFT_194251		EMIHUDRAFT_194251-1	EMIHUscaffold_1	1326396	1327886	-
EOD41861	EMIHUDRAFT_194425		EMIHUDRAFT_194425-1	EMIHUscaffold_1	1769522	1769977	+
EOD41559	EMIHUDRAFT_193914		EMIHUDRAFT_193914-1	EMIHUscaffold_1	554007	556845	+
EOD41574	EMIHUDRAFT_193942	GGT3	GGT3-1	EMIHUscaffold_1	607023	608957	+
EOD41587	EMIHUDRAFT_193962		EMIHUDRAFT_193962-1	EMIHUscaffold_1	653307	654065	+
EOD41512	EMIHUDRAFT_431690		EMIHUDRAFT_431690-1	EMIHUscaffold_1	316428	317022	-
EOD41881	EMIHUDRAFT_431854		EMIHUDRAFT_431854-1	EMIHUscaffold_1	1833630	1835522	-
EOD41920	EMIHUDRAFT_431869		EMIHUDRAFT_431869-1	EMIHUscaffold_1	1984118	1984891	-
EOD42106	EMIHUDRAFT_194825		EMIHUDRAFT_194825-1	EMIHUscaffold_1	2714905	2716958	-
EOD41986	EMIHUDRAFT_194638		EMIHUDRAFT_194638-1	EMIHUscaffold_1	2280861	2281684	+
EOD41821	EMIHUDRAFT_461000		EMIHUDRAFT_461000-1	EMIHUscaffold_1	1600144	1602461	-
EOD42049	EMIHUDRAFT_194737		EMIHUDRAFT_194737-1	EMIHUscaffold_1	2496297	2497112	-
EOD41935	EMIHUDRAFT_447522		EMIHUDRAFT_447522-1	EMIHUscaffold_1	2034884	2037122	-
EOD41628	EMIHUDRAFT_94871		EMIHUDRAFT_94871-1	EMIHUscaffold_1	812515	813504	+
EOD41588	EMIHUDRAFT_94843		EMIHUDRAFT_94843-1	EMIHUscaffold_1	654407	656338	-
EOD41932	EMIHUDRAFT_447521		EMIHUDRAFT_447521-1	EMIHUscaffold_1	2028239	2030825	-
EOD41728	EMIHUDRAFT_194206		EMIHUDRAFT_194206-1	EMIHUscaffold_1	1221756	1223954	-
EOD42035	EMIHUDRAFT_194718		EMIHUDRAFT_194718-1	EMIHUscaffold_1	2462686	2464297	-
EOD42088	EMIHUDRAFT_431939		EMIHUDRAFT_431939-1	EMIHUscaffold_1	2633025	2633936	-
EOD42077	EMIHUDRAFT_194783		EMIHUDRAFT_194783-1	EMIHUscaffold_1	2598779	2600239	-
EOD42018	EMIHUDRAFT_194691		EMIHUDRAFT_194691-1	EMIHUscaffold_1	2415798	2416501	+
EOD41984	EMIHUDRAFT_95172		EMIHUDRAFT_95172-1	EMIHUscaffold_1	2273135	2274725	+
EOD41654	EMIHUDRAFT_194068		EMIHUDRAFT_194068-1	EMIHUscaffold_1	934465	936320	-
EOD41954	EMIHUDRAFT_194568		EMIHUDRAFT_194568-1	EMIHUscaffold_1	2140560	2142613	+
EOD41599	EMIHUDRAFT_349138		EMIHUDRAFT_349138-1	EMIHUscaffold_1	698062	698456	-
EOD42123	EMIHUDRAFT_447596		EMIHUDRAFT_447596-1	EMIHUscaffold_1	2771316	2772688	+
EOD41446	EMIHUDRAFT_431653		EMIHUDRAFT_431653-1	EMIHUscaffold_1	6720	11308	+
EOD41633	EMIHUDRAFT_431737		EMIHUDRAFT_431737-1	EMIHUscaffold_1	830698	833422	-
EOD41946	EMIHUDRAFT_194555		EMIHUDRAFT_194555-1	EMIHUscaffold_1	2100721	2102211	+
EOD41602	EMIHUDRAFT_193981		EMIHUDRAFT_193981-1	EMIHUscaffold_1	703197	708533	-
EOD41689	EMIHUDRAFT_194121		EMIHUDRAFT_194121-1	EMIHUscaffold_1	1043249	1048634	+
EOD41952	EMIHUDRAFT_194566		EMIHUDRAFT_194566-1	EMIHUscaffold_1	2134830	2139282	+
EOD41534	EMIHUDRAFT_460924		EMIHUDRAFT_460924-1	EMIHUscaffold_1	459973	463742	-
EOD42101	EMIHUDRAFT_194819		EMIHUDRAFT_194819-1	EMIHUscaffold_1	2703791	2704279	-
EOD41707	EMIHUDRAFT_194166		EMIHUDRAFT_194166-1	EMIHUscaffold_1	1142584	1144808	+
EOD41753	EMIHUDRAFT_431794		EMIHUDRAFT_431794-1	EMIHUscaffold_1	1324822	1325638	-
EOD42102	EMIHUDRAFT_414413		EMIHUDRAFT_414413-1	EMIHUscaffold_1	2705087	2706572	-
EOD42064	EMIHUDRAFT_95226		EMIHUDRAFT_95226-1	EMIHUscaffold_1	2546780	2548814	-
EOD41507	EMIHUDRAFT_349086		EMIHUDRAFT_349086-1	EMIHUscaffold_1	306977	308132	+
EOD41887	EMIHUDRAFT_194467		EMIHUDRAFT_194467-1	EMIHUscaffold_1	1856053	1856742	+
EOD41746	EMIHUDRAFT_194239		EMIHUDRAFT_194239-1	EMIHUscaffold_1	1302988	1304472	-
EOD41560	EMIHUDRAFT_94825		EMIHUDRAFT_94825-1	EMIHUscaffold_1	559713	560462	+
EOD41561	EMIHUDRAFT_349113		EMIHUDRAFT_349113-1	EMIHUscaffold_1	561818	562985	-
EOD41996	EMIHUDRAFT_95181		EMIHUDRAFT_95181-1	EMIHUscaffold_1	2321429	2328792	-
EOD41907	EMIHUDRAFT_194501		EMIHUDRAFT_194501-1	EMIHUscaffold_1	1941349	1942071	+
EOD41963	EMIHUDRAFT_95150		EMIHUDRAFT_95150-1	EMIHUscaffold_1	2187756	2195124	+
EOD41573	EMIHUDRAFT_431714		EMIHUDRAFT_431714-1	EMIHUscaffold_1	605322	606512	-
EOD41713	EMIHUDRAFT_194182		EMIHUDRAFT_194182-1	EMIHUscaffold_1	1175531	1177744	+
EOD41751	EMIHUDRAFT_194248		EMIHUDRAFT_194248-1	EMIHUscaffold_1	1320260	1322173	+
EOD41635	EMIHUDRAFT_58527		EMIHUDRAFT_58527-1	EMIHUscaffold_1	857223	857585	+
EOD41497	EMIHUDRAFT_447375		EMIHUDRAFT_447375-1	EMIHUscaffold_1	249428	252696	+
EOD41875	EMIHUDRAFT_194445		EMIHUDRAFT_194445-1	EMIHUscaffold_1	1812412	1813261	-
EOD42122	EMIHUDRAFT_194847		EMIHUDRAFT_194847-1	EMIHUscaffold_1	2769531	2770020	+
EOD41508	EMIHUDRAFT_431688		EMIHUDRAFT_431688-1	EMIHUscaffold_1	310153	310772	+
EOD41593	EMIHUDRAFT_193971		EMIHUDRAFT_193971-1	EMIHUscaffold_1	676088	678627	-
EOD42031	EMIHUDRAFT_95209		EMIHUDRAFT_95209-1	EMIHUscaffold_1	2453373	2454282	-
EOD41647	EMIHUDRAFT_431741		EMIHUDRAFT_431741-1	EMIHUscaffold_1	902267	903464	+
EOD42047	EMIHUDRAFT_431916		EMIHUDRAFT_431916-1	EMIHUscaffold_1	2492578	2493639	+
EOD41596	EMIHUDRAFT_193974		EMIHUDRAFT_193974-1	EMIHUscaffold_1	690461	694444	-
EOD41637	EMIHUDRAFT_94881		EMIHUDRAFT_94881-1	EMIHUscaffold_1	865325	866278	-
EOD41683	EMIHUDRAFT_431767		EMIHUDRAFT_431767-1	EMIHUscaffold_1	1022498	1023832	+
EOD41824	EMIHUDRAFT_95043		EMIHUDRAFT_95043-1	EMIHUscaffold_1	1621554	1624954	-
EOD42020	EMIHUDRAFT_461060		EMIHUDRAFT_461060-1	EMIHUscaffold_1	2425639	2427159	-
EOD41969	EMIHUDRAFT_95157		EMIHUDRAFT_95157-1	EMIHUscaffold_1	2218276	2219368	-
EOD41921	EMIHUDRAFT_194516		EMIHUDRAFT_194516-1	EMIHUscaffold_1	1986373	1989008	+
EOD42080	EMIHUDRAFT_431938		EMIHUDRAFT_431938-1	EMIHUscaffold_1	2607552	2608323	+
EOD41998	EMIHUDRAFT_194657		EMIHUDRAFT_194657-1	EMIHUscaffold_1	2334074	2335099	+
EOD41546	EMIHUDRAFT_193896		EMIHUDRAFT_193896-1	EMIHUscaffold_1	512723	514674	-
EOD41750	EMIHUDRAFT_420236		EMIHUDRAFT_420236-1	EMIHUscaffold_1	1317700	1318608	-
EOD41642	EMIHUDRAFT_94887		EMIHUDRAFT_94887-1	EMIHUscaffold_1	887046	888305	+
EOD41734	EMIHUDRAFT_447450		EMIHUDRAFT_447450-1	EMIHUscaffold_1	1248281	1250234	+
EOD41908	EMIHUDRAFT_194503		EMIHUDRAFT_194503-1	EMIHUscaffold_1	1945319	1949291	-
EOD41466	EMIHUDRAFT_420194		EMIHUDRAFT_420194-1	EMIHUscaffold_1	91187	92455	+
EOD41597	EMIHUDRAFT_193975		EMIHUDRAFT_193975-1	EMIHUscaffold_1	695411	695851	+
EOD42034	EMIHUDRAFT_194717		EMIHUDRAFT_194717-1	EMIHUscaffold_1	2460813	2461863	+
EOD41731	EMIHUDRAFT_447449		EMIHUDRAFT_447449-1	EMIHUscaffold_1	1235883	1238897	+
EOD41501	EMIHUDRAFT_94782		EMIHUDRAFT_94782-1	EMIHUscaffold_1	271182	272951	+
EOD42133	EMIHUDRAFT_95283		EMIHUDRAFT_95283-1	EMIHUscaffold_1	2810107	2812598	+
EOD41475	EMIHUDRAFT_431664		EMIHUDRAFT_431664-1	EMIHUscaffold_1	138089	140136	+
EOD41959	EMIHUDRAFT_447528		EMIHUDRAFT_447528-1	EMIHUscaffold_1	2171442	2174251	-
EOD42146	EMIHUDRAFT_194888		EMIHUDRAFT_194888-1	EMIHUscaffold_1	2885882	2888386	+
EOD41607	EMIHUDRAFT_447400		EMIHUDRAFT_447400-1	EMIHUscaffold_1	718454	719669	+
EOD41841	EMIHUDRAFT_461008		EMIHUDRAFT_461008-1	EMIHUscaffold_1	1689796	1693637	-
EOD41625	EMIHUDRAFT_431731		EMIHUDRAFT_431731-1	EMIHUscaffold_1	798857	799581	+
EOD42147	EMIHUDRAFT_447604		EMIHUDRAFT_447604-1	EMIHUscaffold_1	2890104	2892005	+
EOD41567	EMIHUDRAFT_460932		EMIHUDRAFT_460932-1	EMIHUscaffold_1	584473	586971	-
EOD41536	EMIHUDRAFT_193880		EMIHUDRAFT_193880-1	EMIHUscaffold_1	480566	483471	-
EOD41798	EMIHUDRAFT_194324		EMIHUDRAFT_194324-1	EMIHUscaffold_1	1504960	1506189	+
EOD41714	EMIHUDRAFT_94953		EMIHUDRAFT_94953-1	EMIHUscaffold_1	1178637	1182174	-
EOD42093	EMIHUDRAFT_95251		EMIHUDRAFT_95251-1	EMIHUscaffold_1	2675626	2677709	+
EOD42058	EMIHUDRAFT_425794		EMIHUDRAFT_425794-1	EMIHUscaffold_1	2523167	2525019	-
EOD41850	EMIHUDRAFT_194410		EMIHUDRAFT_194410-1	EMIHUscaffold_1	1727909	1733331	+
EOD41760	EMIHUDRAFT_431796		EMIHUDRAFT_431796-1	EMIHUscaffold_1	1359462	1360237	-
EOD41976	EMIHUDRAFT_194620		EMIHUDRAFT_194620-1	EMIHUscaffold_1	2244509	2247675	+
EOD42184	EMIHUDRAFT_94886		EMIHUDRAFT_94886-1	EMIHUscaffold_1	885530	886845	-
EOD41718	EMIHUDRAFT_194189		EMIHUDRAFT_194189-1	EMIHUscaffold_1	1191030	1192136	+
EOD41831	EMIHUDRAFT_194378		EMIHUDRAFT_194378-1	EMIHUscaffold_1	1642533	1644823	+
EOD41836	EMIHUDRAFT_194388		EMIHUDRAFT_194388-1	EMIHUscaffold_1	1674270	1677118	-
EOD41662	EMIHUDRAFT_60986		EMIHUDRAFT_60986-1	EMIHUscaffold_1	955956	957669	-
EOD41983	EMIHUDRAFT_194633		EMIHUDRAFT_194633-1	EMIHUscaffold_1	2271641	2272282	-
EOD42168	EMIHUDRAFT_194931		EMIHUDRAFT_194931-1	EMIHUscaffold_1	2969907	2971025	+
EOD41619	EMIHUDRAFT_194002		EMIHUDRAFT_194002-1	EMIHUscaffold_1	759167	761650	-
EOD41695	EMIHUDRAFT_94930		EMIHUDRAFT_94930-1	EMIHUscaffold_1	1080714	1081439	+
EOD41988	EMIHUDRAFT_95174		EMIHUDRAFT_95174-1	EMIHUscaffold_1	2294023	2295616	+
EOD41478	EMIHUDRAFT_431677		EMIHUDRAFT_431677-1	EMIHUscaffold_1	152397	154594	-
EOD41956	EMIHUDRAFT_194576		EMIHUDRAFT_194576-1	EMIHUscaffold_1	2154782	2159097	+
EOD42181	EMIHUDRAFT_522017	DMC1	DMC1-1	EMIHUscaffold_1	2164198	2165707	+
EOD41705	EMIHUDRAFT_414354	MAT1	MAT1-1	EMIHUscaffold_1	1128779	1130565	+
EOD42032	EMIHUDRAFT_431908		EMIHUDRAFT_431908-1	EMIHUscaffold_1	2457283	2458387	+
EOD41953	EMIHUDRAFT_431888		EMIHUDRAFT_431888-1	EMIHUscaffold_1	2139647	2140327	+
EOD42179	EMIHUDRAFT_431979		EMIHUDRAFT_431979-1	EMIHUscaffold_1	3005725	3006707	-
EOD42067	EMIHUDRAFT_194767		EMIHUDRAFT_194767-1	EMIHUscaffold_1	2558641	2559948	+
EOD41671	EMIHUDRAFT_460956		EMIHUDRAFT_460956-1	EMIHUscaffold_1	991786	993350	+
EOD41903	EMIHUDRAFT_431860		EMIHUDRAFT_431860-1	EMIHUscaffold_1	1914997	1916039	-
EOD42023	EMIHUDRAFT_194700		EMIHUDRAFT_194700-1	EMIHUscaffold_1	2433392	2435607	-
EOD41925	EMIHUDRAFT_431873		EMIHUDRAFT_431873-1	EMIHUscaffold_1	2004608	2008608	-
EOD42099	EMIHUDRAFT_194817		EMIHUDRAFT_194817-1	EMIHUscaffold_1	2701190	2702046	+
EOD41752	EMIHUDRAFT_194249		EMIHUDRAFT_194249-1	EMIHUscaffold_1	1322357	1323722	-
EOD41997	EMIHUDRAFT_194655		EMIHUDRAFT_194655-1	EMIHUscaffold_1	2329044	2330596	+
EOD41934	EMIHUDRAFT_194534		EMIHUDRAFT_194534-1	EMIHUscaffold_1	2032427	2033885	+
EOD41564	EMIHUDRAFT_193923		EMIHUDRAFT_193923-1	EMIHUscaffold_1	574555	577099	+
EOD41649	EMIHUDRAFT_194057		EMIHUDRAFT_194057-1	EMIHUscaffold_1	911577	912671	-
EOD42027	EMIHUDRAFT_194705		EMIHUDRAFT_194705-1	EMIHUscaffold_1	2443933	2444572	+
EOD41717	EMIHUDRAFT_60889		EMIHUDRAFT_60889-1	EMIHUscaffold_1	1189069	1189513	+
EOD42125	EMIHUDRAFT_349408		EMIHUDRAFT_349408-1	EMIHUscaffold_1	2779030	2779892	-
EOD42028	EMIHUDRAFT_95207		EMIHUDRAFT_95207-1	EMIHUscaffold_1	2445285	2446810	-
EOD41570	EMIHUDRAFT_193935		EMIHUDRAFT_193935-1	EMIHUscaffold_1	596321	597829	-
EOD41708	EMIHUDRAFT_94945		EMIHUDRAFT_94945-1	EMIHUscaffold_1	1146051	1146748	-
EOD42006	EMIHUDRAFT_95190		EMIHUDRAFT_95190-1	EMIHUscaffold_1	2378733	2380600	+
EOD41848	EMIHUDRAFT_447491		EMIHUDRAFT_447491-1	EMIHUscaffold_1	1720900	1722806	+
EOD41977	EMIHUDRAFT_61089		EMIHUDRAFT_61089-1	EMIHUscaffold_1	2250502	2251389	+
EOD41725	EMIHUDRAFT_460972		EMIHUDRAFT_460972-1	EMIHUscaffold_1	1211010	1218952	+
EOD41747	EMIHUDRAFT_447456		EMIHUDRAFT_447456-1	EMIHUscaffold_1	1304682	1309457	+
EOD41601	EMIHUDRAFT_94850		EMIHUDRAFT_94850-1	EMIHUscaffold_1	702228	702779	+
EOD41489	EMIHUDRAFT_94770		EMIHUDRAFT_94770-1	EMIHUscaffold_1	209123	213005	-
EOD41519	EMIHUDRAFT_57500		EMIHUDRAFT_57500-1	EMIHUscaffold_1	385701	386150	+
EOD41994	EMIHUDRAFT_194651		EMIHUDRAFT_194651-1	EMIHUscaffold_1	2311355	2312646	+
EOD41461	EMIHUDRAFT_193730		EMIHUDRAFT_193730-1	EMIHUscaffold_1	77385	79253	+
EOD42175	EMIHUDRAFT_194940		EMIHUDRAFT_194940-1	EMIHUscaffold_1	2994039	2994944	-
EOD41538	EMIHUDRAFT_447387		EMIHUDRAFT_447387-1	EMIHUscaffold_1	487074	489353	+
EOD41744	EMIHUDRAFT_194234		EMIHUDRAFT_194234-1	EMIHUscaffold_1	1292097	1292835	-
EOD41884	EMIHUDRAFT_194461		EMIHUDRAFT_194461-1	EMIHUscaffold_1	1845375	1846196	+
EOD41529	EMIHUDRAFT_193865		EMIHUDRAFT_193865-1	EMIHUscaffold_1	434753	438487	-
EOD42001	EMIHUDRAFT_447542		EMIHUDRAFT_447542-1	EMIHUscaffold_1	2350697	2352478	-
EOD42130	EMIHUDRAFT_420286		EMIHUDRAFT_420286-1	EMIHUscaffold_1	2799419	2800272	-
EOD41909	EMIHUDRAFT_194504		EMIHUDRAFT_194504-1	EMIHUscaffold_1	1953925	1954374	+
EOD42154	EMIHUDRAFT_431967		EMIHUDRAFT_431967-1	EMIHUscaffold_1	2922884	2923690	+
EOD42039	EMIHUDRAFT_194724		EMIHUDRAFT_194724-1	EMIHUscaffold_1	2472194	2472776	-
EOD42042	EMIHUDRAFT_431913		EMIHUDRAFT_431913-1	EMIHUscaffold_1	2481266	2481955	-
EOD41586	EMIHUDRAFT_193960		EMIHUDRAFT_193960-1	EMIHUscaffold_1	646917	647923	+
EOD42040	EMIHUDRAFT_95214		EMIHUDRAFT_95214-1	EMIHUscaffold_1	2474581	2476076	-
EOD41585	EMIHUDRAFT_193956		EMIHUDRAFT_193956-1	EMIHUscaffold_1	641640	643770	-
EOD41636	EMIHUDRAFT_460946		EMIHUDRAFT_460946-1	EMIHUscaffold_1	859815	863165	-
EOD41735	EMIHUDRAFT_425757		EMIHUDRAFT_425757-1	EMIHUscaffold_1	1253723	1255401	-
EOD41937	EMIHUDRAFT_425780		EMIHUDRAFT_425780-1	EMIHUscaffold_1	2045232	2049525	-
EOD41485	EMIHUDRAFT_193776		EMIHUDRAFT_193776-1	EMIHUscaffold_1	186139	187683	-
EOD41531	EMIHUDRAFT_193870		EMIHUDRAFT_193870-1	EMIHUscaffold_1	452798	453670	+
EOD41696	EMIHUDRAFT_431773		EMIHUDRAFT_431773-1	EMIHUscaffold_1	1084148	1085675	-
EOD41650	EMIHUDRAFT_431752		EMIHUDRAFT_431752-1	EMIHUscaffold_1	917710	919250	-
EOD41877	EMIHUDRAFT_461019		EMIHUDRAFT_461019-1	EMIHUscaffold_1	1814652	1816464	-
EOD41847	EMIHUDRAFT_95066		EMIHUDRAFT_95066-1	EMIHUscaffold_1	1716762	1717751	+
EOD41860	EMIHUDRAFT_447495		EMIHUDRAFT_447495-1	EMIHUscaffold_1	1767410	1769403	+
EOD41668	EMIHUDRAFT_194091		EMIHUDRAFT_194091-1	EMIHUscaffold_1	982382	984552	+
EOD41839	EMIHUDRAFT_194392		EMIHUDRAFT_194392-1	EMIHUscaffold_1	1687286	1688173	+
EOD41620	EMIHUDRAFT_194005		EMIHUDRAFT_194005-1	EMIHUscaffold_1	769855	770223	+
EOD42021	EMIHUDRAFT_60978		EMIHUDRAFT_60978-1	EMIHUscaffold_1	2429249	2429989	-
EOD41948	EMIHUDRAFT_194559		EMIHUDRAFT_194559-1	EMIHUscaffold_1	2109399	2111409	-
EOD42136	EMIHUDRAFT_194870		EMIHUDRAFT_194870-1	EMIHUscaffold_1	2826684	2829336	+
EOD42105	EMIHUDRAFT_431945		EMIHUDRAFT_431945-1	EMIHUscaffold_1	2713797	2714660	+
EOD41804	EMIHUDRAFT_95026		EMIHUDRAFT_95026-1	EMIHUscaffold_1	1533172	1534939	+
EOD41471	EMIHUDRAFT_94752		EMIHUDRAFT_94752-1	EMIHUscaffold_1	123938	126915	-
EOD42084	EMIHUDRAFT_194791		EMIHUDRAFT_194791-1	EMIHUscaffold_1	2618910	2620948	-
EOD41631	EMIHUDRAFT_431735		EMIHUDRAFT_431735-1	EMIHUscaffold_1	824504	825682	-
EOD42098	EMIHUDRAFT_194815		EMIHUDRAFT_194815-1	EMIHUscaffold_1	2697062	2699490	-
EOD41606	EMIHUDRAFT_431720		EMIHUDRAFT_431720-1	EMIHUscaffold_1	716703	717272	+
EOD41715	EMIHUDRAFT_460970		EMIHUDRAFT_460970-1	EMIHUscaffold_1	1182406	1182958	-
EOD41913	EMIHUDRAFT_349311		EMIHUDRAFT_349311-1	EMIHUscaffold_1	1964837	1965414	+
EOD41965	EMIHUDRAFT_58207		EMIHUDRAFT_58207-1	EMIHUscaffold_1	2204829	2205425	+
EOD41968	EMIHUDRAFT_194603		EMIHUDRAFT_194603-1	EMIHUscaffold_1	2214912	2217738	+
EOD41971	EMIHUDRAFT_431891		EMIHUDRAFT_431891-1	EMIHUscaffold_1	2222114	2223595	+
EOD41794	EMIHUDRAFT_95019		EMIHUDRAFT_95019-1	EMIHUscaffold_1	1489204	1492204	-
EOD42092	EMIHUDRAFT_447585		EMIHUDRAFT_447585-1	EMIHUscaffold_1	2668754	2672594	-
EOD41629	EMIHUDRAFT_194023		EMIHUDRAFT_194023-1	EMIHUscaffold_1	814319	816909	-
EOD41661	EMIHUDRAFT_94900		EMIHUDRAFT_94900-1	EMIHUscaffold_1	954228	954683	+
EOD41787	EMIHUDRAFT_194303	MAP3	MAP3-1	EMIHUscaffold_1	1460401	1463297	+
EOD41506	EMIHUDRAFT_447379		EMIHUDRAFT_447379-1	EMIHUscaffold_1	301694	302292	-
EOD41958	EMIHUDRAFT_194579		EMIHUDRAFT_194579-1	EMIHUscaffold_1	2166273	2169202	-
EOD42153	EMIHUDRAFT_349421		EMIHUDRAFT_349421-1	EMIHUscaffold_1	2919738	2920396	-
EOD41900	EMIHUDRAFT_447507		EMIHUDRAFT_447507-1	EMIHUscaffold_1	1898503	1903168	+
EOD41827	EMIHUDRAFT_461003	Lhcf55	Lhcf55-1	EMIHUscaffold_1	1628633	1629894	-
EOD41674	EMIHUDRAFT_431763		EMIHUDRAFT_431763-1	EMIHUscaffold_1	1000921	1001707	+
EOD41780	EMIHUDRAFT_194295		EMIHUDRAFT_194295-1	EMIHUscaffold_1	1427215	1427598	+
EOD42161	EMIHUDRAFT_194923		EMIHUDRAFT_194923-1	EMIHUscaffold_1	2949371	2951026	+
EOD42091	EMIHUDRAFT_425800		EMIHUDRAFT_425800-1	EMIHUscaffold_1	2653312	2654723	+
EOD41957	EMIHUDRAFT_194577		EMIHUDRAFT_194577-1	EMIHUscaffold_1	2159539	2162947	+
EOD41992	EMIHUDRAFT_461052		EMIHUDRAFT_461052-1	EMIHUscaffold_1	2302836	2305126	+
EOD41591	EMIHUDRAFT_94846		EMIHUDRAFT_94846-1	EMIHUscaffold_1	670795	672153	-
EOD41491	EMIHUDRAFT_420202		EMIHUDRAFT_420202-1	EMIHUscaffold_1	222444	224095	-
EOD42160	EMIHUDRAFT_431970		EMIHUDRAFT_431970-1	EMIHUscaffold_1	2946284	2947173	+
EOD41852	EMIHUDRAFT_308238		EMIHUDRAFT_308238-1	EMIHUscaffold_1	1737959	1738453	+
EOD42134	EMIHUDRAFT_95284		EMIHUDRAFT_95284-1	EMIHUscaffold_1	2815095	2815772	-
EOD41702	EMIHUDRAFT_194153		EMIHUDRAFT_194153-1	EMIHUscaffold_1	1115519	1116096	-
EOD41769	EMIHUDRAFT_56186		EMIHUDRAFT_56186-1	EMIHUscaffold_1	1386913	1387413	-
EOD41950	EMIHUDRAFT_431886		EMIHUDRAFT_431886-1	EMIHUscaffold_1	2117828	2119532	+
EOD41523	EMIHUDRAFT_61033	ALDH1	ALDH1-1	EMIHUscaffold_1	396801	398615	-
EOD41704	EMIHUDRAFT_94940		EMIHUDRAFT_94940-1	EMIHUscaffold_1	1122205	1123985	-
EOD41779	EMIHUDRAFT_95007		EMIHUDRAFT_95007-1	EMIHUscaffold_1	1425843	1426883	-
EOD41614	EMIHUDRAFT_349148		EMIHUDRAFT_349148-1	EMIHUscaffold_1	738840	741016	-
EOD41840	EMIHUDRAFT_61107		EMIHUDRAFT_61107-1	EMIHUscaffold_1	1688887	1689622	+
EOD41594	EMIHUDRAFT_447399		EMIHUDRAFT_447399-1	EMIHUscaffold_1	679079	682220	+
EOD41742	EMIHUDRAFT_460980		EMIHUDRAFT_460980-1	EMIHUscaffold_1	1280070	1282996	+
EOD42014	EMIHUDRAFT_431902		EMIHUDRAFT_431902-1	EMIHUscaffold_1	2405373	2406898	-
EOD42173	EMIHUDRAFT_461118		EMIHUDRAFT_461118-1	EMIHUscaffold_1	2987694	2988945	-
EOD41666	EMIHUDRAFT_431757		EMIHUDRAFT_431757-1	EMIHUscaffold_1	976267	977687	+
EOD41823	EMIHUDRAFT_194364		EMIHUDRAFT_194364-1	EMIHUscaffold_1	1614792	1620504	+
EOD41579	EMIHUDRAFT_193948		EMIHUDRAFT_193948-1	EMIHUscaffold_1	619783	623360	-
EOD42096	EMIHUDRAFT_194813		EMIHUDRAFT_194813-1	EMIHUscaffold_1	2689808	2691175	-
EOD41882	EMIHUDRAFT_447503		EMIHUDRAFT_447503-1	EMIHUscaffold_1	1836947	1839412	+
EOD41648	EMIHUDRAFT_431749		EMIHUDRAFT_431749-1	EMIHUscaffold_1	909328	910352	+
EOD41634	EMIHUDRAFT_94876		EMIHUDRAFT_94876-1	EMIHUscaffold_1	837394	841630	-
